"","site_name","date","year","GPP","GPP_daily_sd_name","ER","ER_daily_sd_name","K600","K600_daily_sd_name","temp","Q","light","velocity","daylength_hrs"
"3022","nwis_06711565",2010-06-26,2010,10.5049828584952,0.884700882778036,-15.4965441779042,1.33408772642637,9.68839439515966,0.781412795409089,18.7635416666667,9.9681200783125,291.895541666667,0.269260305029856,14.965
"3023","nwis_06711565",2010-06-27,2010,10.6469264112586,0.733699921013741,-10.634208835428,0.878318419323184,9.24839680987519,0.634458830946621,19.090625,8.39800990559375,296.840458333333,0.252868830238325,14.9597222222222
"3024","nwis_06711565",2010-06-28,2010,12.0759451351748,0.819756145241821,-12.0680503565009,0.924663625105464,9.61258538320184,0.604154153027411,19.8489583333333,8.66643001778125,313.019666666667,0.255913526650454,14.9533333333333
"3025","nwis_06711565",2010-06-29,2010,10.3662329741098,0.762119932917883,-12.6952741484724,0.989658116188586,8.30911509832773,0.604847349642261,20.1875,7.40869006353125,307.849791666667,0.240555593117075,14.9455555555556
"3026","nwis_06711565",2010-07-01,2010,12.3389870845464,0.827040032113581,-14.4830986675616,1.02067241005203,9.29478179043247,0.619301991703019,20.596875,6.398427553375,306.109875,0.228401209430789,14.9280555555556
"3027","nwis_06711565",2010-07-02,2010,9.75805362306965,0.75000606965079,-13.2174010596585,1.0828354521384,8.4849862474179,0.664926839821102,20.44375,5.2934805860625,269.404,0.213294856564146,14.9175
"3028","nwis_06711565",2010-07-03,2010,12.3443933711744,0.815299057626512,-16.4275385670371,1.13034005618096,9.72939326782437,0.664759810118983,20.8708333333333,4.9053038084375,316.696708333333,0.206876981951966,14.9063888888889
"3029","nwis_06711565",2010-07-04,2010,6.56119118670737,0.652718221082438,-8.81896623975193,1.07347879924048,8.19381329102875,0.712271742711969,19.965625,7.40102091746875,297.661458333333,0.228629521709464,14.8944444444444
"3030","nwis_06711565",2010-07-05,2010,3.77067758308981,0.597065837724889,-6.92271323661928,0.988890392735001,5.15545583514555,0.760358605081995,20.2291666666667,7.27005550009375,324.09075,0.235956754302717,14.8811111111111
"3031","nwis_06711565",2010-07-06,2010,9.32393882013699,0.810886131927263,-14.084633270812,1.27163599542848,9.60725660813531,0.831782741009645,20.6760416666667,4.32038393759375,319.899416666667,0.197677958485663,14.8669444444444
"3032","nwis_06711565",2010-07-07,2010,3.17950760727476,0.493215454085348,-8.04226271734948,1.14519779033216,7.48465049135618,0.946430890628252,18.478125,11.1338302798125,254.795166666667,0.271244359741829,14.8522222222222
"3033","nwis_06711565",2010-07-08,2010,3.95261950748214,0.73512508064947,-8.25972603582918,1.40734659310396,11.1196619372494,1.60145567873996,18.8208333333333,12.0727107381562,272.462208333333,0.285917607720952,14.8366666666667
"3034","nwis_06711565",2010-07-09,2010,7.05059006203921,0.86130532351498,-9.5727048917103,1.17629872685463,11.3730413705902,1.11834427458094,20.2708333333333,7.79922657840625,314.780791666667,0.246136233322734,14.82
"3035","nwis_06711565",2010-07-10,2010,6.61500166531052,0.875957222333952,-10.4279556657892,1.31714037540033,11.7285818260633,1.27234128504039,20.2895833333333,7.3311137014375,294.6065,0.240591543826613,14.8027777777778
"3036","nwis_06711565",2010-07-11,2010,8.25788479597136,0.95870673800002,-12.7457060983943,1.44497756816612,13.8888079840375,1.36159404884207,20.1447916666667,7.0933701735,303.291416666667,0.237653787467856,14.7844444444444
"3037","nwis_06711565",2010-07-12,2010,8.19202692700411,0.883709676042686,-11.5330951554066,1.21806233747646,10.807782454765,1.03785108602044,20.7333333333333,6.8981019160625,316.846541666667,0.234819896186824,14.7652777777778
"3038","nwis_06711565",2010-07-13,2010,7.03334924943822,0.732079056546886,-11.2073612106501,1.13103467107337,8.35965878357347,0.85628517641978,21.0958333333333,4.4982491328125,296.656125,0.199643671876951,14.7452777777778
"3039","nwis_06711565",2010-07-14,2010,6.94084123992086,0.681422400773371,-11.4305898755746,1.1524593887174,8.35386022458781,0.848722701862193,22.340625,2.52049435015625,304.560333333333,0.161964628701624,14.7244444444444
"3040","nwis_06711565",2010-07-15,2010,6.42658658346601,0.660221441784952,-10.1654402492559,1.10805599814482,7.20308971220461,0.801359501856957,23.1802083333333,1.96300642484375,313.820083333333,0.147673754075687,14.7030555555556
"3041","nwis_06711565",2010-07-17,2010,6.74708869733325,0.610243951892191,-7.36597034881083,0.810810608537213,5.55301059062681,0.618507932547458,23.0333333333333,1.39136007603125,315.341,0.130036837535905,14.6577777777778
"3042","nwis_06711565",2010-07-18,2010,6.70258259128941,0.561039516888214,-6.31313244259632,0.710287936911829,4.75294123336831,0.534279284360234,22.6020833333333,1.41495744853125,303.016541666667,0.130890035997061,14.6341666666667
"3043","nwis_06711565",2010-07-19,2010,6.74214916120747,0.556089016323515,-6.19952864290076,0.732143098459653,4.69112071923437,0.505013681104516,21.9645833333333,1.65329091078125,298.804208333333,0.136241612208128,14.6097222222222
"3044","nwis_06711565",2010-07-20,2010,10.9361226789057,0.795944609950125,-14.0344509687227,1.12228279390137,12.6860086740428,0.891453780036062,20.6552083333333,5.62531863684375,249.172375,0.213919818461327,14.5844444444444
"3045","nwis_06711565",2010-07-21,2010,7.44777456367213,0.726946650552326,-10.430329874579,1.09238273952937,9.82903471410352,0.959353919639653,21.2447916666667,6.058625389375,243.355416666667,0.223942873185601,14.5588888888889
"3046","nwis_06711565",2010-07-22,2010,5.44140096946903,0.711210852495442,-7.6871986663454,1.06313488922134,8.44886968363521,1.02434233428195,20.7020833333333,6.29784375309375,267.086333333333,0.227454398930468,14.5322222222222
"3047","nwis_06711565",2010-07-23,2010,10.7908482936358,0.887009831517276,-11.0190039287935,1.0350870989474,12.4467641091939,0.925497807603832,21.559375,7.472108002125,294.636625,0.241498266565294,14.5052777777778
"3048","nwis_06711565",2010-07-24,2010,8.66359332686018,0.917712984945248,-9.49615644281086,1.08664751052933,10.5669671844552,1.0310173305232,21.6354166666667,7.885062020875,298.909458333333,0.247058487061431,14.4772222222222
"3049","nwis_06711565",2010-07-25,2010,10.0297778176089,0.871465381484211,-11.0455336798219,1.03000341113572,10.0336636211195,0.833406572190396,21.9239583333333,5.71085911215625,289.024708333333,0.217265836430856,14.4488888888889
"3050","nwis_06711565",2010-07-26,2010,9.38248215645897,0.704983682324271,-9.71449162074619,0.856902125716784,8.33907037328813,0.642342997045743,22.9145833333333,3.49270609715625,303.960708333333,0.182887941812477,14.42
"3051","nwis_06711565",2010-07-27,2010,10.1087724645122,0.761258789008333,-11.1010931638547,0.982072512001591,10.2155620134729,0.77823737895788,21.90625,3.72396034765625,276.329583333333,0.186848296465644,14.3902777777778
"3052","nwis_06711565",2010-07-28,2010,13.1281312193673,0.862964142723217,-15.0934984638532,1.03684017864762,10.485065391806,0.750624594363742,22.4010416666667,4.24487234559375,248.397875,0.196137486605284,14.3602777777778
"3053","nwis_06711565",2010-07-29,2010,9.34333136483685,0.642332184982401,-10.3371214031952,0.847935912448861,7.57214304301289,0.580084115388658,22.5635416666667,2.79894334565625,260.004583333333,0.16849192804989,14.3294444444444
"3054","nwis_06711565",2010-07-31,2010,6.89157137902154,0.772499946706404,-8.56636189571005,0.972454354301886,10.3923407641721,1.01428149037818,21.8666666666667,11.7541462094062,281.841791666667,0.286428305268162,14.2666666666667
"3055","nwis_06711565",2010-08-01,2010,5.65945167779751,0.914953988001309,-10.1606796858488,1.54363045550645,13.0885624758117,1.70807640585243,22.3635416666667,10.695509085625,253.741,0.276715607110633,14.2341666666667
"3056","nwis_06711565",2010-08-02,2010,8.24457585182018,1.03598468741028,-11.9323627735942,1.49688512752958,13.4252943135651,1.48920938813352,22.2802083333333,12.9977277401563,237.488125,0.296080472114638,14.2016666666667
"3057","nwis_06711565",2010-08-03,2010,4.36183298806395,0.931904145192022,-8.87537058480314,1.6475280589007,11.2185406239315,1.67754542760724,22.4041666666667,22.6446285853125,243.21575,0.362612736693064,14.1683333333333
"3058","nwis_06711565",2010-08-04,2010,3.49636162866257,0.764288916210821,-6.65998965912996,1.34994502019876,11.0169596382757,1.7435976611241,22.2364583333333,28.8790543998125,255.465125,0.399384417009735,14.1347222222222
"3059","nwis_06711565",2010-08-05,2010,3.94737923664742,0.878601078921734,-8.23561819758408,1.57905821650554,12.029152792012,2.0296525522611,22.2479166666667,27.6339980332812,252.554666666667,0.393076688419983,14.1002777777778
"3060","nwis_06711565",2010-08-06,2010,3.88950508909953,0.797141916955894,-7.01842470621724,1.32900754889386,11.1640514382502,1.76161996533721,22.3072916666667,24.6306424483437,255.794041666667,0.376528878339039,14.0661111111111
"3061","nwis_06711565",2010-08-07,2010,3.16836428896697,0.816174577928574,-6.49051239767964,1.41131280778938,11.0373226372136,1.89341725799575,22.3,19.7630944359063,276.349166666667,0.346839055258079,14.0308333333333
