"",".id","pars","X50.","X2.5.","X97.5.","Rhat","n_eff","n_eff_less10pct"
"1","nwis_01608500","l_pred_GPP[1]",1.54229663149447,1.34982624412072,1.73189829838234,0.999807591463,20424.6166173262,"false"
"2","nwis_01608500","l_pred_GPP[2]",1.6382060739503,1.4053159100903,1.83121461467514,0.999717500431726,16167.3929406453,"false"
"3","nwis_01608500","l_pred_GPP[3]",1.63490101454196,1.40574216855764,1.82691004877928,0.999807700176253,17455.3206566875,"false"
"4","nwis_01608500","l_pred_GPP[4]",1.68818333851913,1.4639747591464,1.87661341311409,0.999917703035982,17742.162980232,"false"
"5","nwis_01608500","l_pred_GPP[5]",1.50700846624691,1.25411863209969,1.72044577560212,1.00009292674854,15769.4026843539,"false"
"6","nwis_01608500","l_pred_GPP[6]",1.79528479908795,1.58705018388814,1.96565155508005,0.999854235238459,15974.1833619602,"false"
"7","nwis_01608500","l_pred_GPP[7]",1.5851905152751,1.36017692354695,1.77386824741184,0.999820467731749,17192.2890950945,"false"
"8","nwis_01608500","l_pred_GPP[8]",2.00193250276493,1.82151437622683,2.14611050654614,1.00018544389017,12232.4525513786,"false"
"9","nwis_01608500","l_pred_GPP[9]",1.46875180377216,1.21238668101875,1.68286278956242,0.999713085099102,17921.2601616989,"false"
"10","nwis_01608500","l_pred_GPP[10]",1.30413742326415,0.966888123151481,1.56800584982191,0.999747180091931,14861.7975531642,"false"
"11","nwis_01608500","l_pred_GPP[11]",0.214305578162743,-0.290968818391245,0.639264110661504,0.999898969052079,7589.10023140813,"false"
"12","nwis_01608500","l_pred_GPP[12]",-0.261666174502152,-0.89124078475858,0.264309177904376,0.999850246333222,6268.55947597563,"false"
"13","nwis_01608500","l_pred_GPP[13]",-0.16845714251495,-0.778477166484629,0.358992939295731,0.999856382544685,7260.07706213021,"false"
"14","nwis_01608500","l_pred_GPP[14]",0.247405006139987,-0.308720784202073,0.709183228009178,0.999844451298185,9462.00297822022,"false"
"15","nwis_01608500","l_pred_GPP[15]",0.745353757357905,0.245204626872127,1.1286126538961,1.00008629439624,9240.92628027325,"false"
"16","nwis_01608500","l_pred_GPP[16]",0.871994062983497,0.399503728154016,1.22334556522705,0.999917626317149,8650.9141947708,"false"
"17","nwis_01608500","l_pred_GPP[17]",0.866798781306421,0.415402037135835,1.21161004182422,1.00022527306161,11121.0707648933,"false"
"18","nwis_01608500","l_pred_GPP[18]",0.701279987985311,0.241798402002629,1.07438441418759,0.999753111138592,13193.0718789473,"false"
"19","nwis_01608500","l_pred_GPP[19]",0.59752190767604,0.110796018119583,0.974445029401306,0.999785315945059,12689.5242502308,"false"
"20","nwis_01608500","l_pred_GPP[20]",0.44990114764813,-0.0404369707415485,0.86528782043627,1.00031142002394,11495.4067481423,"false"
"21","nwis_01608500","l_pred_GPP[21]",0.473164512319825,-0.0617447682258461,0.884190172612939,1.00004159866253,10241.8962053859,"false"
"22","nwis_01608500","l_pred_GPP[22]",0.510350894862494,-0.00088109673292137,0.913729704495762,1.00014886814495,11747.4646484717,"false"
"23","nwis_01608500","l_pred_GPP[23]",0.462713722914776,-0.0413044392047719,0.876864491242083,1.00019607548995,11970.9180785082,"false"
"24","nwis_01608500","l_pred_GPP[24]",0.65364579749119,0.131075865444105,1.04964741743513,0.999814272904819,9368.46951993327,"false"
"25","nwis_01608500","l_pred_GPP[25]",0.562646835991846,-0.0221159641570569,0.995872383992112,1.00015065619585,8629.06289575594,"false"
